"Id","Sales"
1,8091.09
2,8091.09
3,8091.09
4,8091.09
5,8091.09
6,8091.09
7,8091.09
8,8091.09
9,8091.09
10,8091.09
11,8091.09
12,8091.09
13,8091.09
14,8091.09
15,8091.09
16,8091.09
17,8091.09
18,8091.09
19,8091.09
20,8091.09
21,8091.09
22,8091.09
23,8091.09
24,8091.09
25,8091.09
26,8091.09
27,8091.09
28,8091.09
29,8091.09
30,8091.09
31,8091.09
32,8091.09
33,8091.09
34,8091.09
35,8091.09
36,8091.09
37,8091.09
38,8091.09
39,8091.09
40,8091.09
41,8091.09
42,8091.09
43,8091.09
44,8091.09
45,8091.09
46,8091.09
47,8091.09
48,8091.09
49,8091.09
50,8091.09
51,8091.09
52,8091.09
53,8091.09
54,8091.09
55,8091.09
56,8091.09
57,8091.09
58,8091.09
59,8091.09
60,8091.09
61,8091.09
62,8091.09
63,8091.09
64,8091.09
65,8091.09
66,8091.09
67,8091.09
68,8091.09
69,8091.09
70,8091.09
71,8091.09
72,8091.09
73,8091.09
74,8091.09
75,8091.09
76,8091.09
77,8091.09
78,8091.09
79,8091.09
80,8091.09
81,8091.09
82,8091.09
83,8091.09
84,8091.09
85,8091.09
86,8091.09
87,8091.09
88,8091.09
89,8091.09
90,8091.09
91,8091.09
92,8091.09
93,8091.09
94,8091.09
95,8091.09
96,8091.09
97,8091.09
98,8091.09
99,8091.09
100,8091.09
101,8091.09
102,8091.09
103,8091.09
104,8091.09
105,8091.09
106,8091.09
107,8091.09
108,8091.09
109,8091.09
110,8091.09
111,8091.09
112,8091.09
113,8091.09
114,8091.09
115,8091.09
116,8091.09
117,8091.09
118,8091.09
119,8091.09
120,8091.09
121,8091.09
122,8091.09
123,8091.09
124,8091.09
125,8091.09
126,8091.09
127,8091.09
128,8091.09
129,8091.09
130,8091.09
131,8091.09
132,8091.09
133,8091.09
134,8091.09
135,8620.82
136,8091.09
137,8091.09
138,8091.09
139,8091.09
140,8091.09
141,8091.09
142,8091.09
143,8091.09
144,8091.09
145,8091.09
146,8091.09
147,8091.09
148,8091.09
149,8091.09
150,8091.09
151,8091.09
152,8091.09
153,8091.09
154,8091.09
155,8091.09
156,8091.09
157,8091.09
158,8091.09
159,8091.09
160,8091.09
161,8091.09
162,8091.09
163,8091.09
164,8091.09
165,8091.09
166,8091.09
167,8091.09
168,8091.09
169,8091.09
170,8091.09
171,8091.09
172,8091.09
173,8091.09
174,8091.09
175,8091.09
176,8091.09
177,8091.09
178,8091.09
179,8091.09
180,8091.09
181,8091.09
182,8091.09
183,8091.09
184,8091.09
185,8091.09
186,8091.09
187,8091.09
188,8091.09
189,8091.09
190,8091.09
191,8091.09
192,8091.09
193,8091.09
194,8091.09
195,8091.09
196,8091.09
197,8091.09
198,8091.09
199,8091.09
200,8091.09
201,8091.09
202,8091.09
203,8091.09
204,8091.09
205,8091.09
206,8091.09
207,8091.09
208,8091.09
209,8991.08
210,8091.09
211,8091.09
212,8091.09
213,8091.09
214,8091.09
215,8091.09
216,8091.09
217,8091.09
218,8091.09
219,8091.09
220,8091.09
221,8091.09
222,8091.09
223,8091.09
224,8091.09
225,8091.09
226,8091.09
227,8091.09
228,8091.09
229,8091.09
230,8091.09
231,8091.09
232,8091.09
233,8091.09
234,8091.09
235,8091.09
236,8091.09
237,8091.09
238,8091.09
239,8091.09
240,8091.09
241,8091.09
242,8091.09
243,8091.09
244,8091.09
245,8091.09
246,8091.09
247,8091.09
248,8091.09
249,8091.09
250,8091.09
251,8091.09
252,8091.09
253,8091.09
254,8091.09
255,8091.09
256,8091.09
257,8091.09
258,8091.09
259,8091.09
260,8091.09
261,8091.09
262,8091.09
263,8091.09
264,8091.09
265,8091.09
266,8091.09
267,8091.09
268,8091.09
269,8091.09
270,8091.09
271,8091.09
272,8091.09
273,8091.09
274,8091.09
275,8091.09
276,8091.09
277,8091.09
278,8091.09
279,8091.09
280,8091.09
281,8091.09
282,8091.09
283,7770.53
284,8091.09
285,8091.09
286,8091.09
287,8091.09
288,8091.09
289,8091.09
290,8091.09
291,8091.09
292,8091.09
293,8091.09
294,8091.09
295,8091.09
296,8091.09
297,8091.09
298,8091.09
299,8091.09
300,8091.09
301,8091.09
302,8091.09
303,8091.09
304,8091.09
305,8091.09
306,8091.09
307,8091.09
308,8091.09
309,8091.09
310,8091.09
311,8091.09
312,8091.09
313,8091.09
314,8091.09
315,8091.09
316,8091.09
317,8091.09
318,8091.09
319,8091.09
320,8091.09
321,8091.09
322,8091.09
323,8091.09
324,8091.09
325,8091.09
326,8091.09
327,8091.09
328,8091.09
329,8091.09
330,8091.09
331,8091.09
332,8091.09
333,8091.09
334,8091.09
335,8091.09
336,8091.09
337,8091.09
338,8091.09
339,8091.09
340,8091.09
341,8091.09
342,8091.09
343,8091.09
344,8091.09
345,8091.09
346,8091.09
347,8091.09
348,8091.09
349,8091.09
350,8091.09
351,8091.09
352,8091.09
353,8091.09
354,8091.09
355,8091.09
356,8091.09
357,8091.09
358,8091.09
359,8091.09
360,8091.09
361,8091.09
362,8091.09
363,8091.09
364,8054.66
365,8091.09
366,8091.09
367,8091.09
368,8091.09
369,8091.09
370,8091.09
371,8091.09
372,8091.09
373,8091.09
374,8091.09
375,8091.09
376,8091.09
377,8091.09
378,8091.09
379,8091.09
380,8091.09
381,8091.09
382,8091.09
383,8091.09
384,8091.09
385,8091.09
386,8091.09
387,8091.09
388,8091.09
389,8091.09
390,8091.09
391,8091.09
392,8091.09
393,8091.09
394,8091.09
395,8091.09
396,8091.09
397,8091.09
398,8091.09
399,8091.09
400,8091.09
401,8091.09
402,8091.09
403,8091.09
404,8091.09
405,8091.09
406,8091.09
407,8091.09
408,8091.09
409,8091.09
410,8091.09
411,8091.09
412,8091.09
413,8091.09
414,9239.01
415,8091.09
416,8091.09
417,8091.09
418,8091.09
419,8091.09
420,8091.09
421,8091.09
422,8091.09
423,8091.09
424,8091.09
425,8091.09
426,8091.09
427,8091.09
428,8091.09
429,8091.09
430,8091.09
431,8091.09
432,8091.09
433,8091.09
434,8091.09
435,8091.09
436,8091.09
437,8091.09
438,8091.09
439,8091.09
440,8091.09
441,8091.09
442,8091.09
443,8091.09
444,8091.09
445,8091.09
446,8091.09
447,8091.09
448,8091.09
449,8091.09
450,8091.09
451,8091.09
452,8091.09
453,8091.09
454,8091.09
455,8091.09
456,8091.09
457,8091.09
458,8091.09
459,8091.09
460,8091.09
461,8091.09
462,9815.47
463,8091.09
464,8091.09
465,8091.09
466,8091.09
467,8091.09
468,8091.09
469,8091.09
470,8091.09
471,8091.09
472,8091.09
473,8091.09
