"Id","Sales"
1,7133.82
2,7133.82
3,7133.82
4,7133.82
5,7133.82
6,7133.82
7,8720.05
8,7133.82
9,7133.82
10,7133.82
11,7133.82
12,7133.82
13,7133.82
14,7133.82
15,7133.82
16,7133.82
17,7133.82
18,7133.82
19,7133.82
20,7133.82
21,7133.82
22,7133.82
23,7133.82
24,7133.82
25,7133.82
26,7133.82
27,7133.82
28,7133.82
29,7133.82
30,7133.82
31,7133.82
32,7133.82
33,7133.82
34,7133.82
35,7133.82
36,7133.82
37,7133.82
38,7133.82
39,7133.82
40,7133.82
41,7133.82
42,7133.82
43,7133.82
44,7133.82
45,7133.82
46,7133.82
47,7133.82
48,7133.82
49,7133.82
50,7133.82
51,7133.82
52,7133.82
53,7133.82
54,7133.82
55,7133.82
56,7133.82
57,7133.82
58,7133.82
59,7133.82
60,7133.82
61,7133.82
62,7133.82
63,7133.82
64,7133.82
65,7133.82
66,7133.82
67,7133.82
68,7133.82
69,7133.82
70,7133.82
71,7133.82
72,7133.82
73,7133.82
74,7133.82
75,7133.82
76,7133.82
77,7133.82
78,7133.82
79,7133.82
80,7133.82
81,7133.82
82,7133.82
83,7133.82
84,7133.82
85,7133.82
86,7133.82
87,7133.82
88,7133.82
89,7133.82
90,7133.82
91,7133.82
92,7133.82
93,7133.82
94,7133.82
95,7133.82
96,7133.82
97,7133.82
98,7133.82
99,7133.82
100,7133.82
101,7133.82
102,7133.82
103,7133.82
104,7133.82
105,7133.82
106,7133.82
107,7133.82
108,7133.82
109,7133.82
110,7133.82
111,7133.82
112,7133.82
113,7133.82
114,7133.82
115,7133.82
116,7133.82
117,7133.82
118,7133.82
119,7133.82
120,7133.82
121,7133.82
122,7133.82
123,7133.82
124,7133.82
125,7133.82
126,7133.82
127,7133.82
128,7133.82
129,7133.82
130,7133.82
131,7133.82
132,7133.82
133,7133.82
134,7133.82
135,7133.82
136,7133.82
137,7133.82
138,7133.82
139,7133.82
140,7133.82
141,7133.82
142,7133.82
143,7133.82
144,7133.82
145,7133.82
146,7133.82
147,7133.82
148,7133.82
149,7133.82
150,7133.82
151,7133.82
152,7133.82
153,7133.82
154,7133.82
155,7133.82
156,7133.82
157,7133.82
158,7133.82
159,7133.82
160,7133.82
161,7133.82
162,7133.82
163,7133.82
164,7133.82
165,7133.82
166,7133.82
167,7133.82
168,7133.82
169,7133.82
170,7133.82
171,7133.82
172,7133.82
173,7133.82
174,7133.82
175,7133.82
176,7133.82
177,7133.82
178,7133.82
179,7133.82
180,7133.82
181,7133.82
182,7133.82
183,7133.82
184,7133.82
185,7133.82
186,7133.82
187,7133.82
188,7133.82
189,7133.82
190,7133.82
191,7133.82
192,7133.82
193,7133.82
194,7133.82
195,7133.82
196,7133.82
197,7133.82
198,7133.82
199,7133.82
200,7133.82
201,7133.82
202,7133.82
203,7133.82
204,7133.82
205,7133.82
206,7133.82
207,7133.82
208,7133.82
209,7133.82
210,7133.82
211,7133.82
212,7133.82
213,7133.82
214,7133.82
215,7133.82
216,7133.82
217,7133.82
218,7133.82
219,7133.82
220,7133.82
221,7133.82
222,7133.82
223,7133.82
224,7133.82
225,7133.82
226,7133.82
227,7133.82
228,7133.82
229,7133.82
230,7133.82
231,7133.82
232,7133.82
233,7133.82
234,7133.82
235,7133.82
236,7133.82
237,7133.82
238,7133.82
239,7133.82
240,7133.82
241,7133.82
242,7133.82
243,7133.82
244,7133.82
245,7133.82
246,7133.82
247,7133.82
248,7133.82
249,7133.82
250,7133.82
251,7133.82
252,7133.82
253,7133.82
254,7133.82
255,7133.82
256,7133.82
257,7133.82
258,7133.82
259,7133.82
260,7133.82
261,7133.82
262,7133.82
263,7133.82
264,7133.82
265,7133.82
266,7133.82
267,7052.05
268,7133.82
269,7133.82
270,7133.82
271,7133.82
272,7133.82
273,7133.82
274,7133.82
275,7133.82
276,7133.82
277,7133.82
278,7133.82
279,7133.82
280,7133.82
281,7133.82
282,7133.82
283,7133.82
284,7133.82
285,7133.82
286,7133.82
287,7133.82
288,7133.82
289,7133.82
290,7133.82
291,7133.82
292,7133.82
293,7133.82
294,7133.82
295,7133.82
296,7133.82
297,7133.82
298,7133.82
299,7200.65
300,7133.82
301,7133.82
302,7133.82
303,7133.82
304,7133.82
305,7133.82
306,7133.82
307,7133.82
308,7133.82
309,7133.82
310,7133.82
311,7133.82
312,7133.82
313,7133.82
314,7133.82
315,7133.82
316,7133.82
317,7133.82
318,7882.96
319,7133.82
320,7133.82
321,7133.82
322,7133.82
323,7133.82
324,7133.82
325,7133.82
326,7133.82
327,7133.82
328,7133.82
329,7133.82
330,7133.82
331,7133.82
332,7133.82
333,7133.82
334,7133.82
335,7133.82
336,7133.82
337,7133.82
338,7133.82
339,7133.82
340,7133.82
341,7133.82
342,7133.82
343,7133.82
344,7133.82
345,7133.82
346,7133.82
347,7133.82
348,7133.82
349,7133.82
350,7133.82
351,7133.82
352,7133.82
353,7133.82
354,7133.82
355,7133.82
356,7133.82
357,7133.82
358,7133.82
